id,labels
068a51c8b3a642fb9491870a5f63e4a3,[]
87871d79cf9a481c906d80a5d57735bf,"[{'class_id': 1, 'x': 0.741437, 'y': 0.380151, 'w': 0.0961282, 'h': 0.0652152}]"
6c4a124cf14f42ca91258f9817f7789b,"[{'class_id': 2, 'x': 0.287744, 'y': 0.149116, 'w': 0.0854146, 'h': 0.0748612}, {'class_id': 2, 'x': 0.121169, 'y': 0.658055, 'w': 0.1374, 'h': 0.218066}]"
e5f56c1f4d6f4089a7d8e1cd2bd67c34,"[{'class_id': 2, 'x': 0.275258, 'y': 0.150451, 'w': 0.21191, 'h': 0.159033}, {'class_id': 2, 'x': 0.0717294, 'y': 0.459301, 'w': 0.109467, 'h': 0.214354}, {'class_id': 2, 'x': 0.901051, 'y': 0.425646, 'w': 0.0801322, 'h': 0.161326}]"
dfd8380909b94828a566e632d46b161d,"[{'class_id': 0, 'x': 0.263007, 'y': 0.733281, 'w': 0.10867, 'h': 0.104441}]"
373d6fb20bf2410f9513c1f4c6598731,"[{'class_id': 0, 'x': 0.391082, 'y': 0.411061, 'w': 0.172327, 'h': 0.123606}, {'class_id': 0, 'x': 0.760732, 'y': 0.237834, 'w': 0.124456, 'h': 0.108653}, {'class_id': 0, 'x': 0.692174, 'y': 0.197732, 'w': 0.280931, 'h': 0.1935}]"
172c2a3f1fb148499038de2010a5051c,"[{'class_id': 2, 'x': 0.320539, 'y': 0.134859, 'w': 0.0807687, 'h': 0.0767685}, {'class_id': 2, 'x': 0.0733735, 'y': 0.440756, 'w': 0.108599, 'h': 0.141412}]"
16f1cbf8cfa34b508541717ed70f565a,[]
d11d1b614b364050bfafca52f1a30160,[]
3c394caacdb8407cb11bf08fe48a12f8,"[{'class_id': 0, 'x': 0.741452, 'y': 0.270561, 'w': 0.109188, 'h': 0.121049}, {'class_id': 0, 'x': 0.45668, 'y': 0.806846, 'w': 0.360965, 'h': 0.147979}]"
c185649492574249b181457cce862058,"[{'class_id': 2, 'x': 0.874096, 'y': 0.349425, 'w': 0.0689253, 'h': 0.108151}]"
ffaab2f249be48e58bd3fcecc64524dc,"[{'class_id': 2, 'x': 0.781664, 'y': 0.780868, 'w': 0.0862875, 'h': 0.0847751}, {'class_id': 2, 'x': 0.102914, 'y': 0.513181, 'w': 0.0865622, 'h': 0.124118}, {'class_id': 2, 'x': 0.186805, 'y': 0.724608, 'w': 0.135617, 'h': 0.192562}]"
baba3c43ed7140b8ace934f16c331bd8,[]
5ce0a9234a7e4a93833f01dcbb0df9d3,"[{'class_id': 1, 'x': 0.457499, 'y': 0.734183, 'w': 0.0881874, 'h': 0.0522377}, {'class_id': 1, 'x': 0.192062, 'y': 0.39662, 'w': 0.0642562, 'h': 0.0581698}, {'class_id': 1, 'x': 0.0934242, 'y': 0.684269, 'w': 0.0519928, 'h': 0.0578814}, {'class_id': 1, 'x': 0.107203, 'y': 0.318315, 'w': 0.0524122, 'h': 0.0525215}, {'class_id': 1, 'x': 0.667241, 'y': 0.412099, 'w': 0.0529326, 'h': 0.050959}]"
c37e8e404f4349beb9cd8d15ddf59c95,"[{'class_id': 1, 'x': 0.580299, 'y': 0.415834, 'w': 0.162587, 'h': 0.0918615}, {'class_id': 1, 'x': 0.162326, 'y': 0.660681, 'w': 0.0740331, 'h': 0.0704726}, {'class_id': 1, 'x': 0.895626, 'y': 0.592384, 'w': 0.0648937, 'h': 0.0655966}, {'class_id': 1, 'x': 0.791797, 'y': 0.464101, 'w': 0.0550728, 'h': 0.0486612}, {'class_id': 1, 'x': 0.675712, 'y': 0.577117, 'w': 0.0774265, 'h': 0.0533713}, {'class_id': 1, 'x': 0.785756, 'y': 0.605828, 'w': 0.0463054, 'h': 0.0519781}, {'class_id': 1, 'x': 0.666763, 'y': 0.655911, 'w': 0.0503654, 'h': 0.0462201}, {'class_id': 1, 'x': 0.932812, 'y': 0.386755, 'w': 0.0534098, 'h': 0.0757223}]"
5d1d19f264b04327ab04ff31d1205b34,[]
450e2a49f9554f65bf628b1aa1ccb8e1,"[{'class_id': 2, 'x': 0.866886, 'y': 0.352383, 'w': 0.0541208, 'h': 0.0907689}, {'class_id': 2, 'x': 0.858147, 'y': 0.666576, 'w': 0.0547197, 'h': 0.0537216}]"
c65b3786c19f47b1abed37986d73e3a2,"[{'class_id': 2, 'x': 0.401699, 'y': 0.0992194, 'w': 0.0984105, 'h': 0.0764227}, {'class_id': 2, 'x': 0.118292, 'y': 0.356126, 'w': 0.0663821, 'h': 0.108107}, {'class_id': 2, 'x': 0.820674, 'y': 0.229529, 'w': 0.18551, 'h': 0.234726}]"
aa07050beaf245f7b71cd61ac4c1ad63,"[{'class_id': 2, 'x': 0.223369, 'y': 0.212002, 'w': 0.100956, 'h': 0.099839}]"
e701d50012f5493cb9d874157b8851e9,[]
43b53f50d4694a64879d88c0391d5d98,"[{'class_id': 2, 'x': 0.584059, 'y': 0.0989299, 'w': 0.25537, 'h': 0.0992414}]"
b4cf421b428244ccbea57313237709d2,"[{'class_id': 1, 'x': 0.749726, 'y': 0.555673, 'w': 0.112488, 'h': 0.064321}, {'class_id': 1, 'x': 0.187251, 'y': 0.556193, 'w': 0.0473257, 'h': 0.046141}]"
6e954eb9bad84087a596ee022127f3ee,"[{'class_id': 0, 'x': 0.50885, 'y': 0.759921, 'w': 0.21789, 'h': 0.0899949}, {'class_id': 0, 'x': 0.514326, 'y': 0.367071, 'w': 0.186951, 'h': 0.13801}]"
a782a3ebc9224b7fb46a29ec58d877fb,[]
2221366331c746b0a6000a90244a3363,"[{'class_id': 2, 'x': 0.729303, 'y': 0.172633, 'w': 0.15867, 'h': 0.115834}, {'class_id': 2, 'x': 0.0905422, 'y': 0.521919, 'w': 0.0903721, 'h': 0.153249}, {'class_id': 2, 'x': 0.574444, 'y': 0.887292, 'w': 0.0685422, 'h': 0.0595699}, {'class_id': 2, 'x': 0.261985, 'y': 0.181131, 'w': 0.0695103, 'h': 0.0587575}]"
3bb74d1e710a4c7abaf9844c6450dbde,"[{'class_id': 0, 'x': 0.35757, 'y': 0.603748, 'w': 0.122933, 'h': 0.157138}, {'class_id': 0, 'x': 0.504175, 'y': 0.137596, 'w': 0.298543, 'h': 0.0722005}, {'class_id': 0, 'x': 0.383016, 'y': 0.814982, 'w': 0.141029, 'h': 0.158633}]"
1e78cce798a5467f990b3a38aadf62ee,"[{'class_id': 1, 'x': 0.347138, 'y': 0.592588, 'w': 0.086492, 'h': 0.073668}]"
8cfbb7d67e044f69baece3d042d226fd,"[{'class_id': 2, 'x': 0.770858, 'y': 0.199157, 'w': 0.136864, 'h': 0.128572}, {'class_id': 2, 'x': 0.789202, 'y': 0.787476, 'w': 0.105787, 'h': 0.0964207}]"
313e89f244644b148fea75647d17d3ca,"[{'class_id': 2, 'x': 0.854308, 'y': 0.695758, 'w': 0.108324, 'h': 0.146687}, {'class_id': 2, 'x': 0.0938405, 'y': 0.427162, 'w': 0.0925661, 'h': 0.192674}]"
410d1b311d81497ea96feb8fda388d95,"[{'class_id': 0, 'x': 0.361047, 'y': 0.373348, 'w': 0.202479, 'h': 0.100816}, {'class_id': 0, 'x': 0.562487, 'y': 0.400731, 'w': 0.0979362, 'h': 0.105138}, {'class_id': 0, 'x': 0.36725, 'y': 0.79112, 'w': 0.191016, 'h': 0.0918422}]"
27a22adf9c954a8ab2850f0b8a3b1a32,"[{'class_id': 1, 'x': 0.443437, 'y': 0.478738, 'w': 0.0761789, 'h': 0.0679577}, {'class_id': 1, 'x': 0.434804, 'y': 0.620479, 'w': 0.0974241, 'h': 0.109192}, {'class_id': 1, 'x': 0.0792926, 'y': 0.668779, 'w': 0.0442795, 'h': 0.0470824}, {'class_id': 1, 'x': 0.0543098, 'y': 0.569189, 'w': 0.0496352, 'h': 0.0592392}, {'class_id': 1, 'x': 0.150708, 'y': 0.685567, 'w': 0.0440521, 'h': 0.0419256}, {'class_id': 1, 'x': 0.108248, 'y': 0.618591, 'w': 0.0490335, 'h': 0.0410722}]"
dcf3cb31d02d42a0a8fea0489a9d5b8d,"[{'class_id': 2, 'x': 0.190622, 'y': 0.233243, 'w': 0.113178, 'h': 0.0984786}]"
1985ceccf5024ec4b202ffcaefac66b6,"[{'class_id': 2, 'x': 0.488301, 'y': 0.903172, 'w': 0.187043, 'h': 0.0811249}, {'class_id': 2, 'x': 0.154989, 'y': 0.282456, 'w': 0.100319, 'h': 0.115894}, {'class_id': 2, 'x': 0.856007, 'y': 0.681701, 'w': 0.0989422, 'h': 0.142081}]"
741edd4f6aa64ab3a141535d0bfd5404,[]
9733d2b575b74f4eadbd1b86fc9712a2,"[{'class_id': 0, 'x': 0.529318, 'y': 0.142532, 'w': 0.276374, 'h': 0.0928936}, {'class_id': 0, 'x': 0.26756, 'y': 0.470422, 'w': 0.155104, 'h': 0.219795}, {'class_id': 0, 'x': 0.684508, 'y': 0.502362, 'w': 0.123195, 'h': 0.292905}]"
a1371606ee354daa90068c811e3d5702,"[{'class_id': 1, 'x': 0.931795, 'y': 0.40061, 'w': 0.0655716, 'h': 0.075978}, {'class_id': 1, 'x': 0.0731454, 'y': 0.379728, 'w': 0.0618799, 'h': 0.0751036}]"
7ce3727e599e4a468491a0907bb5f052,"[{'class_id': 0, 'x': 0.496368, 'y': 0.87071, 'w': 0.271029, 'h': 0.0920858}, {'class_id': 0, 'x': 0.401063, 'y': 0.390569, 'w': 0.230266, 'h': 0.143811}]"
3bf54efe266242499136218f95b7b827,"[{'class_id': 1, 'x': 0.624635, 'y': 0.662037, 'w': 0.105151, 'h': 0.0678537}, {'class_id': 1, 'x': 0.298674, 'y': 0.381914, 'w': 0.0734034, 'h': 0.0553219}, {'class_id': 1, 'x': 0.669779, 'y': 0.721653, 'w': 0.0395375, 'h': 0.0370944}]"
a62c1043099a4e729ae927af23916401,"[{'class_id': 1, 'x': 0.247442, 'y': 0.602182, 'w': 0.0830909, 'h': 0.0658249}, {'class_id': 1, 'x': 0.52219, 'y': 0.375792, 'w': 0.16206, 'h': 0.0781539}]"
ec625be9d6a44c709631fb0e7c5697f2,"[{'class_id': 0, 'x': 0.540699, 'y': 0.66199, 'w': 0.586325, 'h': 0.470669}]"
5480f2b2ed6a46e2bc5bdf20f5724af8,"[{'class_id': 1, 'x': 0.872542, 'y': 0.314088, 'w': 0.0696549, 'h': 0.0621507}, {'class_id': 1, 'x': 0.527044, 'y': 0.590084, 'w': 0.134921, 'h': 0.0686299}, {'class_id': 1, 'x': 0.470938, 'y': 0.656455, 'w': 0.0590151, 'h': 0.0439551}, {'class_id': 1, 'x': 0.0533913, 'y': 0.434896, 'w': 0.0460868, 'h': 0.0533484}]"
e1c36b265f81490690d6aff6d6c65d5f,"[{'class_id': 1, 'x': 0.351127, 'y': 0.642187, 'w': 0.155836, 'h': 0.119297}, {'class_id': 1, 'x': 0.663838, 'y': 0.501099, 'w': 0.0902258, 'h': 0.0688484}, {'class_id': 1, 'x': 0.882977, 'y': 0.595479, 'w': 0.073271, 'h': 0.0715668}, {'class_id': 1, 'x': 0.117937, 'y': 0.620545, 'w': 0.0734429, 'h': 0.0640939}, {'class_id': 1, 'x': 0.0446963, 'y': 0.442388, 'w': 0.0509449, 'h': 0.0649829}]"
54731fa3b8944573a5232ab1b83d3b53,"[{'class_id': 1, 'x': 0.67669, 'y': 0.400871, 'w': 0.0874929, 'h': 0.0645142}]"
2cf9248ce06d491ea0cec385e779d648,"[{'class_id': 2, 'x': 0.935777, 'y': 0.501707, 'w': 0.128446, 'h': 0.118226}, {'class_id': 2, 'x': 0.325512, 'y': 0.133681, 'w': 0.0783739, 'h': 0.0741898}, {'class_id': 2, 'x': 0.16905, 'y': 0.722081, 'w': 0.0978504, 'h': 0.113531}]"
fcd4148c16ed40e3949dadc7fc5d34d4,"[{'class_id': 0, 'x': 0.376288, 'y': 0.251321, 'w': 0.145589, 'h': 0.109864}]"
ce9348daeed54203bf083dfc98f81a26,"[{'class_id': 0, 'x': 0.478411, 'y': 0.267082, 'w': 0.476697, 'h': 0.3249}]"
8d8b84384bda4d28adc6ba99471b7ed6,"[{'class_id': 0, 'x': 0.690834, 'y': 0.606717, 'w': 0.102915, 'h': 0.112356}]"
4eb8aca7e8a748499af9ca6f3a48477f,"[{'class_id': 1, 'x': 0.846493, 'y': 0.593315, 'w': 0.068148, 'h': 0.0650362}, {'class_id': 1, 'x': 0.0594866, 'y': 0.591949, 'w': 0.0600073, 'h': 0.0765103}, {'class_id': 1, 'x': 0.93594, 'y': 0.406689, 'w': 0.0526959, 'h': 0.0562398}, {'class_id': 1, 'x': 0.491152, 'y': 0.433904, 'w': 0.0663206, 'h': 0.0574188}]"
bd2ab10850c74c5f9c4a801331c81e7b,"[{'class_id': 0, 'x': 0.494017, 'y': 0.536182, 'w': 0.133028, 'h': 0.126539}, {'class_id': 0, 'x': 0.691817, 'y': 0.761513, 'w': 0.284704, 'h': 0.23431}, {'class_id': 0, 'x': 0.633966, 'y': 0.773847, 'w': 0.40527, 'h': 0.248191}]"
44f1c113d8e147eab82bea930d07613a,"[{'class_id': 0, 'x': 0.558255, 'y': 0.794701, 'w': 0.381191, 'h': 0.21154}, {'class_id': 0, 'x': 0.709991, 'y': 0.539118, 'w': 0.167731, 'h': 0.18876}, {'class_id': 0, 'x': 0.371615, 'y': 0.183415, 'w': 0.111289, 'h': 0.132196}]"
b7fb947d2ebc43c5953115f2dd1c3e0d,"[{'class_id': 1, 'x': 0.915599, 'y': 0.376787, 'w': 0.0629135, 'h': 0.0577476}, {'class_id': 1, 'x': 0.590033, 'y': 0.594369, 'w': 0.0551704, 'h': 0.0549688}]"
0185baf3a3f84fde9d7ed58098644c18,"[{'class_id': 0, 'x': 0.334954, 'y': 0.696917, 'w': 0.172106, 'h': 0.186682}, {'class_id': 0, 'x': 0.480991, 'y': 0.12986, 'w': 0.224786, 'h': 0.0837403}]"
af3f16a937614e1796b4e7a270f7c16d,"[{'class_id': 0, 'x': 0.791246, 'y': 0.479211, 'w': 0.109372, 'h': 0.125883}, {'class_id': 0, 'x': 0.446744, 'y': 0.874764, 'w': 0.132325, 'h': 0.0647713}]"
cb331a254b00489f9f0e41e4c6fbef25,"[{'class_id': 2, 'x': 0.0976163, 'y': 0.426051, 'w': 0.0604764, 'h': 0.0843788}, {'class_id': 2, 'x': 0.80752, 'y': 0.2377, 'w': 0.0998186, 'h': 0.131792}]"
b61ad2ca1e0d41798ab03b4f4e2b9a3d,"[{'class_id': 2, 'x': 0.803894, 'y': 0.245286, 'w': 0.126952, 'h': 0.157424}, {'class_id': 2, 'x': 0.21096, 'y': 0.770641, 'w': 0.0855936, 'h': 0.0843967}]"
65165b02ad4641a0a6a941cde6456ae6,"[{'class_id': 2, 'x': 0.813861, 'y': 0.258474, 'w': 0.100736, 'h': 0.0929136}]"
930a1053ac6b4343adcf566e1b8c9241,"[{'class_id': 2, 'x': 0.170601, 'y': 0.270236, 'w': 0.128348, 'h': 0.168103}, {'class_id': 2, 'x': 0.366392, 'y': 0.102465, 'w': 0.0815719, 'h': 0.10154}]"
12a4c99c49b84719909adfc13a7eef9d,"[{'class_id': 2, 'x': 0.813944, 'y': 0.721461, 'w': 0.204319, 'h': 0.255997}, {'class_id': 2, 'x': 0.262605, 'y': 0.175421, 'w': 0.11682, 'h': 0.0926324}]"
5eb1c859778b4cfebaacce12ea2be71f,"[{'class_id': 1, 'x': 0.451083, 'y': 0.637356, 'w': 0.175768, 'h': 0.0853199}, {'class_id': 1, 'x': 0.65677, 'y': 0.305389, 'w': 0.115513, 'h': 0.0637453}, {'class_id': 1, 'x': 0.838277, 'y': 0.316001, 'w': 0.073547, 'h': 0.0515329}, {'class_id': 1, 'x': 0.413849, 'y': 0.297914, 'w': 0.0704777, 'h': 0.0594056}, {'class_id': 1, 'x': 0.266123, 'y': 0.366356, 'w': 0.115796, 'h': 0.0610581}, {'class_id': 1, 'x': 0.0757529, 'y': 0.325496, 'w': 0.0549427, 'h': 0.0616984}, {'class_id': 1, 'x': 0.131104, 'y': 0.264941, 'w': 0.0411061, 'h': 0.0426766}]"
2558b7d4f685483fb0fc25780ad19765,"[{'class_id': 0, 'x': 0.501866, 'y': 0.144132, 'w': 0.393648, 'h': 0.0937872}, {'class_id': 0, 'x': 0.38089, 'y': 0.452054, 'w': 0.278773, 'h': 0.239296}, {'class_id': 0, 'x': 0.543407, 'y': 0.867954, 'w': 0.22759, 'h': 0.0808803}]"
964a3e8a758e4ac497a9365c53a661ac,"[{'class_id': 0, 'x': 0.507074, 'y': 0.829826, 'w': 0.388626, 'h': 0.131495}, {'class_id': 0, 'x': 0.776587, 'y': 0.534755, 'w': 0.0800066, 'h': 0.147037}]"
163071fbd1eb45d2937efe7137851494,"[{'class_id': 1, 'x': 0.288222, 'y': 0.336675, 'w': 0.102815, 'h': 0.0650539}, {'class_id': 1, 'x': 0.495012, 'y': 0.690204, 'w': 0.108976, 'h': 0.0616707}, {'class_id': 1, 'x': 0.449968, 'y': 0.342254, 'w': 0.0737846, 'h': 0.0570185}, {'class_id': 1, 'x': 0.104593, 'y': 0.584212, 'w': 0.0570007, 'h': 0.055798}, {'class_id': 1, 'x': 0.787406, 'y': 0.64169, 'w': 0.048832, 'h': 0.0492025}, {'class_id': 1, 'x': 0.652415, 'y': 0.575653, 'w': 0.0529405, 'h': 0.0452482}]"
d465b050c26844188288a3d98fb4c1d3,"[{'class_id': 1, 'x': 0.558975, 'y': 0.665013, 'w': 0.085344, 'h': 0.0536919}, {'class_id': 1, 'x': 0.067985, 'y': 0.63157, 'w': 0.0524728, 'h': 0.060244}]"
e952db55961d49819d7afb55c58a199d,"[{'class_id': 2, 'x': 0.793367, 'y': 0.761463, 'w': 0.0955616, 'h': 0.102806}]"
e475df2a1e17443296c3fce81960efaf,"[{'class_id': 2, 'x': 0.206627, 'y': 0.236181, 'w': 0.104954, 'h': 0.0946553}]"
774c65f678ad421596b9978e98b95626,"[{'class_id': 1, 'x': 0.76554, 'y': 0.456645, 'w': 0.133968, 'h': 0.0695194}, {'class_id': 1, 'x': 0.231627, 'y': 0.397292, 'w': 0.0520471, 'h': 0.049376}]"
6d6e51c6e2a84968a48224ac26e0d1b6,"[{'class_id': 2, 'x': 0.872629, 'y': 0.386751, 'w': 0.0911911, 'h': 0.221821}]"
f78f89b40bee4274a1513e333134142b,"[{'class_id': 2, 'x': 0.223179, 'y': 0.210481, 'w': 0.162981, 'h': 0.141773}, {'class_id': 2, 'x': 0.0972493, 'y': 0.46944, 'w': 0.0898939, 'h': 0.13902}, {'class_id': 2, 'x': 0.133806, 'y': 0.686731, 'w': 0.111902, 'h': 0.131195}]"
711c82c38ded4663a5d27504a283e776,"[{'class_id': 2, 'x': 0.227057, 'y': 0.194896, 'w': 0.0916834, 'h': 0.0957575}]"
fc162951eff94e1794e4bcdfdcf60cee,"[{'class_id': 1, 'x': 0.205939, 'y': 0.655091, 'w': 0.0914485, 'h': 0.0545282}, {'class_id': 1, 'x': 0.836219, 'y': 0.715338, 'w': 0.053867, 'h': 0.0506012}]"
2d84dd86d40e412ea45e3e6d1fbcc6c3,"[{'class_id': 1, 'x': 0.247029, 'y': 0.371518, 'w': 0.0978261, 'h': 0.0618812}, {'class_id': 1, 'x': 0.893089, 'y': 0.610147, 'w': 0.115491, 'h': 0.0554318}, {'class_id': 1, 'x': 0.396116, 'y': 0.223506, 'w': 0.0870883, 'h': 0.0560798}, {'class_id': 1, 'x': 0.111851, 'y': 0.293103, 'w': 0.0803136, 'h': 0.0577621}, {'class_id': 1, 'x': 0.391651, 'y': 0.308744, 'w': 0.0844007, 'h': 0.0545107}]"
93f09350145e43ca959dbf6bd381ccbf,"[{'class_id': 1, 'x': 0.777505, 'y': 0.539375, 'w': 0.0739566, 'h': 0.0650043}, {'class_id': 1, 'x': 0.133453, 'y': 0.363681, 'w': 0.0610282, 'h': 0.089931}, {'class_id': 1, 'x': 0.864809, 'y': 0.365923, 'w': 0.138442, 'h': 0.0740099}, {'class_id': 1, 'x': 0.198419, 'y': 0.565576, 'w': 0.0699124, 'h': 0.0523634}, {'class_id': 1, 'x': 0.26059, 'y': 0.306648, 'w': 0.0653386, 'h': 0.0520194}, {'class_id': 1, 'x': 0.731604, 'y': 0.413109, 'w': 0.100224, 'h': 0.0661539}, {'class_id': 1, 'x': 0.617597, 'y': 0.394166, 'w': 0.0672889, 'h': 0.0543491}]"
e5a9d8a015054a879304175eaff08442,"[{'class_id': 0, 'x': 0.495168, 'y': 0.227174, 'w': 0.191221, 'h': 0.118772}, {'class_id': 0, 'x': 0.153614, 'y': 0.504564, 'w': 0.0927165, 'h': 0.188172}, {'class_id': 0, 'x': 0.626608, 'y': 0.661443, 'w': 0.0864652, 'h': 0.0713759}, {'class_id': 0, 'x': 0.512573, 'y': 0.864574, 'w': 0.122826, 'h': 0.070982}]"
7c0ce4291abf45ffb17036e0811f0b21,"[{'class_id': 2, 'x': 0.865118, 'y': 0.30658, 'w': 0.110828, 'h': 0.133632}]"
0c7c11e11dca4d3aa1e1ea2a2da95982,"[{'class_id': 0, 'x': 0.699815, 'y': 0.501401, 'w': 0.134623, 'h': 0.137628}, {'class_id': 0, 'x': 0.463957, 'y': 0.830476, 'w': 0.223737, 'h': 0.153989}, {'class_id': 0, 'x': 0.481469, 'y': 0.299881, 'w': 0.175434, 'h': 0.1481}, {'class_id': 0, 'x': 0.262948, 'y': 0.503861, 'w': 0.105211, 'h': 0.255861}]"
1f0ef0c97afa4426b4a56780a735900f,"[{'class_id': 0, 'x': 0.561144, 'y': 0.86027, 'w': 0.224302, 'h': 0.087722}, {'class_id': 0, 'x': 0.396267, 'y': 0.433947, 'w': 0.302206, 'h': 0.332357}]"
66d89559801141d49dc3c506537bed75,[]
0f5ea25945724bcbbba5adfe8f3297fc,"[{'class_id': 0, 'x': 0.457701, 'y': 0.836357, 'w': 0.350037, 'h': 0.125126}, {'class_id': 0, 'x': 0.441602, 'y': 0.136145, 'w': 0.247125, 'h': 0.0803766}]"
02d2171495dc44b6bb623c79450e128f,[]
29b2fd7a2110415ca2be80d0fd4b8e14,[]
44c3fec032de461f9c84bf7afbaa7300,"[{'class_id': 0, 'x': 0.529348, 'y': 0.387763, 'w': 0.27685, 'h': 0.177133}]"
ca70539300a242528d67d70814dd7ca6,"[{'class_id': 2, 'x': 0.229805, 'y': 0.221902, 'w': 0.102802, 'h': 0.117834}, {'class_id': 2, 'x': 0.881936, 'y': 0.57014, 'w': 0.0664053, 'h': 0.17249}]"
4e0723e667a44877a7d6e23ff593f5a0,"[{'class_id': 1, 'x': 0.679559, 'y': 0.625706, 'w': 0.110658, 'h': 0.0598196}, {'class_id': 1, 'x': 0.849711, 'y': 0.622324, 'w': 0.0677631, 'h': 0.0628713}]"
526fd7a25f9e4b8f89240f437ea0e4e2,"[{'class_id': 2, 'x': 0.0906091, 'y': 0.53797, 'w': 0.0917784, 'h': 0.125396}, {'class_id': 2, 'x': 0.827262, 'y': 0.274566, 'w': 0.0967976, 'h': 0.102836}, {'class_id': 2, 'x': 0.199369, 'y': 0.7557, 'w': 0.201797, 'h': 0.225909}]"
4b8cd4af7ce84dc9b06f2597886c8564,"[{'class_id': 0, 'x': 0.494104, 'y': 0.372119, 'w': 0.3862, 'h': 0.547479}]"
4baeed217a774bf5951d54e4068fb673,"[{'class_id': 0, 'x': 0.67214, 'y': 0.334964, 'w': 0.300285, 'h': 0.155923}, {'class_id': 0, 'x': 0.396869, 'y': 0.513277, 'w': 0.113275, 'h': 0.172265}]"
f0559750c2f14cda9c57ee03fd1b1700,"[{'class_id': 0, 'x': 0.543189, 'y': 0.802162, 'w': 0.460658, 'h': 0.19815}, {'class_id': 0, 'x': 0.565667, 'y': 0.188889, 'w': 0.439364, 'h': 0.177103}]"
c7acc3a015fa491aa9e5a57c44ad3e30,[]
aa305c3987834c0dbbad55a95e8bd53b,"[{'class_id': 0, 'x': 0.529095, 'y': 0.832755, 'w': 0.34003, 'h': 0.144529}, {'class_id': 0, 'x': 0.404367, 'y': 0.533465, 'w': 0.148187, 'h': 0.106368}, {'class_id': 0, 'x': 0.711471, 'y': 0.220346, 'w': 0.116327, 'h': 0.129577}]"
1b033bf6467a4293af26c8e40db0d2f1,"[{'class_id': 1, 'x': 0.446547, 'y': 0.385194, 'w': 0.0779306, 'h': 0.0575933}, {'class_id': 1, 'x': 0.926166, 'y': 0.418855, 'w': 0.0567818, 'h': 0.0541674}, {'class_id': 1, 'x': 0.435084, 'y': 0.307462, 'w': 0.0630664, 'h': 0.0565021}, {'class_id': 1, 'x': 0.706467, 'y': 0.677079, 'w': 0.0661405, 'h': 0.0563316}, {'class_id': 1, 'x': 0.892081, 'y': 0.348473, 'w': 0.0469059, 'h': 0.0452016}]"
9566d7d7d6544d8893b424179755bc93,"[{'class_id': 0, 'x': 0.591023, 'y': 0.360061, 'w': 0.145021, 'h': 0.148822}, {'class_id': 0, 'x': 0.546939, 'y': 0.85981, 'w': 0.364003, 'h': 0.10821}, {'class_id': 0, 'x': 0.473009, 'y': 0.148147, 'w': 0.361417, 'h': 0.117672}, {'class_id': 0, 'x': 0.563637, 'y': 0.531986, 'w': 0.102565, 'h': 0.10208}]"
60266b6c26b741cabdfac1c436eaeedd,"[{'class_id': 0, 'x': 0.545114, 'y': 0.866295, 'w': 0.322551, 'h': 0.0953583}, {'class_id': 0, 'x': 0.493726, 'y': 0.139467, 'w': 0.324246, 'h': 0.0985343}, {'class_id': 0, 'x': 0.498797, 'y': 0.262169, 'w': 0.181762, 'h': 0.149255}]"
ff7d25b6935042938026b07bfc828c6b,"[{'class_id': 0, 'x': 0.643105, 'y': 0.260702, 'w': 0.332085, 'h': 0.187181}]"
9931466d90344cafbe695fdedb5624de,"[{'class_id': 2, 'x': 0.0860203, 'y': 0.405302, 'w': 0.104118, 'h': 0.127944}, {'class_id': 2, 'x': 0.149221, 'y': 0.292844, 'w': 0.0428816, 'h': 0.0708259}, {'class_id': 2, 'x': 0.475275, 'y': 0.90244, 'w': 0.0673805, 'h': 0.047406}, {'class_id': 2, 'x': 0.14248, 'y': 0.699119, 'w': 0.0783464, 'h': 0.0889933}]"
52352c7ed3d3485eb490cbaf9a2596f8,"[{'class_id': 2, 'x': 0.134955, 'y': 0.622921, 'w': 0.182129, 'h': 0.363695}]"
8b65e748b0924ab8a1fec2c9e98568ff,"[{'class_id': 1, 'x': 0.845881, 'y': 0.410659, 'w': 0.100345, 'h': 0.0743747}, {'class_id': 1, 'x': 0.183801, 'y': 0.441662, 'w': 0.106774, 'h': 0.0628078}, {'class_id': 1, 'x': 0.74006, 'y': 0.647609, 'w': 0.165309, 'h': 0.0963551}, {'class_id': 1, 'x': 0.101801, 'y': 0.536773, 'w': 0.0512611, 'h': 0.0500381}, {'class_id': 1, 'x': 0.897591, 'y': 0.591153, 'w': 0.0476141, 'h': 0.0514474}]"
64f2b20974074d4c91007d12e96c48fd,"[{'class_id': 2, 'x': 0.797706, 'y': 0.197006, 'w': 0.0966066, 'h': 0.129466}, {'class_id': 2, 'x': 0.235006, 'y': 0.190552, 'w': 0.14188, 'h': 0.137394}, {'class_id': 2, 'x': 0.934062, 'y': 0.479445, 'w': 0.119605, 'h': 0.13942}]"
3a38d7fef71442fc98b53ad27e6b52ef,[]
